LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
21,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.2,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_13,144,urn:cite2:fuSyntax:0011004tokens.v1:2386554_16,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,τε1,AuxX,Ἱερεύς,null
21,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.3,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_14,145,urn:cite2:fuSyntax:0011004tokens.v1:2386554_16,ἐπʼ,ἐπί1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,τε1,AuxP,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n38862
21,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.4,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_15,146,urn:cite2:fuSyntax:0011004tokens.v1:2386554_18,Ἰσμηνοῦ,Ἰσμηνός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,σποδός1,ATR,Ἱερεύς,null
21,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.5,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_16,147,urn:cite2:fuSyntax:0011004tokens.v1:2386554_7,τε,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,θακέω1,COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n102752
21,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.6,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_17,148,urn:cite2:fuSyntax:0011004tokens.v1:2386554_18,μαντείᾳ,μαντεῖος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,σποδός1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n64946
21,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.7,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_18,149,urn:cite2:fuSyntax:0011004tokens.v1:2386554_14,σποδῷ,σποδός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,ἐπί1,ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n96017
21,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:21.8,urn:cite2:fuSyntax:0011004sentences.v1:2386554,9,urn:cite2:fuSyntax:0011004tokens.v1:2386554_19,150,urn:cite2:fuSyntax:0011004tokens.v1:2386554_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Ἱερεύς,null
22,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.1,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_1,151,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,πόλις,πόλις1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,-,SBJ_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n84494
22,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.2,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_2,152,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,γάρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,-,AuxY_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n21618
22,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.3,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_3,153,urn:cite2:fuSyntax:0011004tokens.v1:2386555_4,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ὥσπερ1,AuxX,Ἱερεύς,null
22,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.4,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_4,154,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,ὥσπερ,ὥσπερ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,-,AuxC_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n116416
22,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.5,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_5,155,urn:cite2:fuSyntax:0011004tokens.v1:2386555_6,καὐτὸς,αὐτός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰσοράω1,AtvV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n17907
22,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.6,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_6,156,urn:cite2:fuSyntax:0011004tokens.v1:2386555_4,εἰσορᾷς,εἰσοράω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ὥσπερ1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n31474
22,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.7,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_7,157,urn:cite2:fuSyntax:0011004tokens.v1:2386555_4,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ὥσπερ1,AuxX,Ἱερεύς,null
22,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:22.8,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_8,158,urn:cite2:fuSyntax:0011004tokens.v1:2386555_10,ἄγαν,ἄγαν1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,σαλεύω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n324
23,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:23.1,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_9,159,urn:cite2:fuSyntax:0011004tokens.v1:2386555_10,ἤδη,ἤδη1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,σαλεύω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n46646
23,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:23.2,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_10,160,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,σαλεύει,σαλεύω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED_CO_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n93143
23,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:23.3,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_11,161,urn:cite2:fuSyntax:0011004tokens.v1:2386555_16,κἀνακουφίσαι,ἀνακουφίζω1,urn:cite2:fuSyntax:pos.v1:verb,null,null,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:infinitive,urn:cite2:fuSyntax:voice.v1:active,null,null,null,οἷος1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n6788
23,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:23.4,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_12,162,urn:cite2:fuSyntax:0011004tokens.v1:2386555_11,κάρα,κάρα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ἀνακουφίζω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n53248
24,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.1,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_13,163,urn:cite2:fuSyntax:0011004tokens.v1:2386555_11,βυθῶν,βυθός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀνακουφίζω1,OBJ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n21205
24,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.2,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_14,164,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,ἔτʼ,ἔτι1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,-,ADV_ExD1_PRED_CO_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n43266
24,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.3,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_15,165,urn:cite2:fuSyntax:0011004tokens.v1:2386555_16,οὐχ,οὐ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,οἷος1,AuxZ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n75729
24,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.4,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_16,166,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,οἵα,οἷος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,-,PNOM_ExD1_PRED_CO_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n72626
24,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.5,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_17,167,urn:cite2:fuSyntax:0011004tokens.v1:2386555_16,τε,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,οἷος1,AuxZ,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n102752
24,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.6,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_18,168,urn:cite2:fuSyntax:0011004tokens.v1:2386555_19,φοινίου,φοίνιος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,σάλος1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n112004
24,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.7,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_19,169,urn:cite2:fuSyntax:0011004tokens.v1:2386555_13,σάλου,σάλος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,βυθός1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n93156
24,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:24.8,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_20,170,urn:cite2:fuSyntax:0011004tokens.v1:2386555_28,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,δέ1,AuxX,Ἱερεύς,null
25,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:25.1,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_21,171,urn:cite2:fuSyntax:0011004tokens.v1:2386555_28,φθίνουσα,φθίω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,δέ1,ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n110727
25,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:25.2,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_22,172,urn:cite2:fuSyntax:0011004tokens.v1:2386555_28,μὲν,μέν1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,δέ1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n66260
25,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:25.3,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_23,173,urn:cite2:fuSyntax:0011004tokens.v1:2386555_21,κάλυξιν,κάλυξ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,φθίω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n52883
25,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:25.4,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_24,174,urn:cite2:fuSyntax:0011004tokens.v1:2386555_23,ἐγκάρποις,ἔγκαρπος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,κάλυξ1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n30122
25,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:25.5,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_25,175,urn:cite2:fuSyntax:0011004tokens.v1:2386555_23,χθονός,χθών1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,κάλυξ1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n113963
25,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:25.6,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_26,176,urn:cite2:fuSyntax:0011004tokens.v1:2386555_28,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,δέ1,AuxX,Ἱερεύς,null
26,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:26.1,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_27,177,urn:cite2:fuSyntax:0011004tokens.v1:2386555_28,φθίνουσα,φθίω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:nominative,null,δέ1,ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n110727
26,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:26.2,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_28,178,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,-,COORD_ExD0_COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n23596
26,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:26.3,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_29,179,urn:cite2:fuSyntax:0011004tokens.v1:2386555_32,ἀγέλαις,ἀγέλη1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,τε1,ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n436
26,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:26.4,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_30,180,urn:cite2:fuSyntax:0011004tokens.v1:2386555_29,βουνόμοις,βουνόμος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,ἀγέλη1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n20642
26,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:26.5,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_31,181,urn:cite2:fuSyntax:0011004tokens.v1:2386555_32,τόκοισί,τόκος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,τε1,ADV_CO,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n104221
26,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:26.6,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_32,182,urn:cite2:fuSyntax:0011004tokens.v1:2386555_27,τε,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,φθίω1,COORD,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n102752
27,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.1,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_33,183,urn:cite2:fuSyntax:0011004tokens.v1:2386555_31,ἀγόνοις,ἄγονος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,τόκος1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n759
27,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.2,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_34,184,urn:cite2:fuSyntax:0011004tokens.v1:2386555_31,γυναικῶν,γυνή1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,τόκος1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n23069
27,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.3,urn:cite2:fuSyntax:0011004sentences.v1:2386555,10,urn:cite2:fuSyntax:0011004tokens.v1:2386555_35,185,urn:cite2:fuSyntax:0011004tokens.v1:2386555_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Ἱερεύς,null
27,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.4,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_1,186,urn:cite2:fuSyntax:0011004tokens.v1:2386556_7,ἐν,ἐν1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ἐλαύνω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n34700
27,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.5,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_2,187,urn:cite2:fuSyntax:0011004tokens.v1:2386556_7,δʼ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἐλαύνω1,AuxY,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n23596
27,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.6,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_3,188,urn:cite2:fuSyntax:0011004tokens.v1:2386556_5,ὁ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,θεός1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n71882
27,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.7,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_4,189,urn:cite2:fuSyntax:0011004tokens.v1:2386556_5,πυρφόρος,πυρφόρος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,θεός1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n91889
27,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:27.8,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_5,190,urn:cite2:fuSyntax:0011004tokens.v1:2386556_8,θεὸς,θεός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,comma1,SBJ_AP,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n48291
28,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:28.1,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_6,191,urn:cite2:fuSyntax:0011004tokens.v1:2386556_7,σκήψας,σκήπτω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἐλαύνω1,ADV,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n94811
28,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:28.2,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_7,192,urn:cite2:fuSyntax:0011004tokens.v1:2386556_0,ἐλαύνει,ἐλαύνω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n33457
28,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:28.3,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_8,193,urn:cite2:fuSyntax:0011004tokens.v1:2386556_7,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἐλαύνω1,APOS,Ἱερεύς,null
28,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:28.4,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_9,194,urn:cite2:fuSyntax:0011004tokens.v1:2386556_8,λοιμὸς,λοιμός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,comma1,SBJ_AP,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n63830
28,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:28.5,urn:cite2:fuSyntax:0011004sentences.v1:2386556,11,urn:cite2:fuSyntax:0011004tokens.v1:2386556_10,195,urn:cite2:fuSyntax:0011004tokens.v1:2386556_9,ἔχθιστος,ἔχθιστος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,λοιμός1,ATR,Ἱερεύς,urn:cite2:hmt:lsj.chicago_md:n45927
