LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It
68,5,urn:cts:greekLit:tlg0011.tlg004.fu04:68.5,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_5,490,urn:cite2:fuSyntax:0011004tokens.v1:2386572_9,ηὕρισκον,εὑρίσκω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:imperfect,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,οὗτος1,ATR,Οἰδίπους
68,6,urn:cts:greekLit:tlg0011.tlg004.fu04:68.6,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_6,491,urn:cite2:fuSyntax:0011004tokens.v1:2386572_5,ἴασιν,ἴασις1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,εὑρίσκω1,OBJ,Οἰδίπους
68,7,urn:cts:greekLit:tlg0011.tlg004.fu04:68.7,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_7,492,urn:cite2:fuSyntax:0011004tokens.v1:2386572_6,μόνην,μόνος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἴασις1,ATR,Οἰδίπους
68,8,urn:cts:greekLit:tlg0011.tlg004.fu04:68.8,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_8,493,urn:cite2:fuSyntax:0011004tokens.v1:2386572_5,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,εὑρίσκω1,AuxX,Οἰδίπους
69,1,urn:cts:greekLit:tlg0011.tlg004.fu04:69.1,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_9,494,urn:cite2:fuSyntax:0011004tokens.v1:2386572_10,ταύτην,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,πράσσω1,OBJ,Οἰδίπους
69,2,urn:cts:greekLit:tlg0011.tlg004.fu04:69.2,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_10,495,urn:cite2:fuSyntax:0011004tokens.v1:2386572_2,ἔπραξα,πράσσω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,δέ1,PRED_CO,Οἰδίπους
69,3,urn:cts:greekLit:tlg0011.tlg004.fu04:69.3,urn:cite2:fuSyntax:0011004sentences.v1:2386572,27,urn:cite2:fuSyntax:0011004tokens.v1:2386572_11,496,urn:cite2:fuSyntax:0011004tokens.v1:2386572_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
69,4,urn:cts:greekLit:tlg0011.tlg004.fu04:69.4,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_1,497,urn:cite2:fuSyntax:0011004tokens.v1:2386573_4,παῖδα,παῖς1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,Κρέων,ATR,Οἰδίπους
69,5,urn:cts:greekLit:tlg0011.tlg004.fu04:69.5,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_2,498,urn:cite2:fuSyntax:0011004tokens.v1:2386573_12,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,πέμπω1,AuxY,Οἰδίπους
69,6,urn:cts:greekLit:tlg0011.tlg004.fu04:69.6,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_3,499,urn:cite2:fuSyntax:0011004tokens.v1:2386573_4,Μενοικέως,Μενοικεύς,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,Κρέων,ATR,Οἰδίπους
70,1,urn:cts:greekLit:tlg0011.tlg004.fu04:70.1,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_4,500,urn:cite2:fuSyntax:0011004tokens.v1:2386573_5,Κρέοντʼ,Κρέων,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,comma1,OBJ_AP,Οἰδίπους
70,2,urn:cts:greekLit:tlg0011.tlg004.fu04:70.2,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_5,501,urn:cite2:fuSyntax:0011004tokens.v1:2386573_12,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,πέμπω1,APOS,Οἰδίπους
70,3,urn:cts:greekLit:tlg0011.tlg004.fu04:70.3,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_6,502,urn:cite2:fuSyntax:0011004tokens.v1:2386573_7,ἐμαυτοῦ,ἐμαυτοῦ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,γαμβρός1,ATR,Οἰδίπους
70,4,urn:cts:greekLit:tlg0011.tlg004.fu04:70.4,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_7,503,urn:cite2:fuSyntax:0011004tokens.v1:2386573_5,γαμβρόν,γαμβρός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,comma1,OBJ_AP,Οἰδίπους
70,5,urn:cts:greekLit:tlg0011.tlg004.fu04:70.5,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_8,504,urn:cite2:fuSyntax:0011004tokens.v1:2386573_5,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,comma1,AuxX,Οἰδίπους
70,6,urn:cts:greekLit:tlg0011.tlg004.fu04:70.6,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_9,505,urn:cite2:fuSyntax:0011004tokens.v1:2386573_12,ἐς,εἰς1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,πέμπω1,AuxP,Οἰδίπους
70,7,urn:cts:greekLit:tlg0011.tlg004.fu04:70.7,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_10,506,urn:cite2:fuSyntax:0011004tokens.v1:2386573_14,τὰ,ὁ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,δῶμα1,ATR,Οἰδίπους
70,8,urn:cts:greekLit:tlg0011.tlg004.fu04:70.8,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_11,507,urn:cite2:fuSyntax:0011004tokens.v1:2386573_14,Πυθικὰ,Πυθικός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,δῶμα1,ATR,Οἰδίπους
71,1,urn:cts:greekLit:tlg0011.tlg004.fu04:71.1,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_12,508,urn:cite2:fuSyntax:0011004tokens.v1:2386573_0,ἔπεμψα,πέμπω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
71,2,urn:cts:greekLit:tlg0011.tlg004.fu04:71.2,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_13,509,urn:cite2:fuSyntax:0011004tokens.v1:2386573_14,Φοίβου,Φοῖβος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,δῶμα1,ATR,Οἰδίπους
71,3,urn:cts:greekLit:tlg0011.tlg004.fu04:71.3,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_14,510,urn:cite2:fuSyntax:0011004tokens.v1:2386573_9,δώμαθʼ,δῶμα1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,εἰς1,OBJ,Οἰδίπους
71,4,urn:cts:greekLit:tlg0011.tlg004.fu04:71.4,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_15,511,urn:cite2:fuSyntax:0011004tokens.v1:2386573_16,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ὡς1,AuxX,Οἰδίπους
71,5,urn:cts:greekLit:tlg0011.tlg004.fu04:71.5,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_16,512,urn:cite2:fuSyntax:0011004tokens.v1:2386573_12,ὡς,ὡς1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,πέμπω1,AuxC,Οἰδίπους
71,6,urn:cts:greekLit:tlg0011.tlg004.fu04:71.6,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_17,513,urn:cite2:fuSyntax:0011004tokens.v1:2386573_16,πύθοιθʼ,πυνθάνομαι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:optative,null,null,null,null,ὡς1,ADV,Οἰδίπους
71,7,urn:cts:greekLit:tlg0011.tlg004.fu04:71.7,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_18,514,urn:cite2:fuSyntax:0011004tokens.v1:2386573_20,ὅ,ὅστις,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,δράω1,OBJ,Οἰδίπους
71,8,urn:cts:greekLit:tlg0011.tlg004.fu04:71.8,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_19,515,urn:cite2:fuSyntax:0011004tokens.v1:2386573_18,τι,τις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ὅστις,AuxZ,Οἰδίπους
72,1,urn:cts:greekLit:tlg0011.tlg004.fu04:72.1,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_20,516,urn:cite2:fuSyntax:0011004tokens.v1:2386573_21,δρῶν,δράω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἤ1,ADV_CO,Οἰδίπους
72,2,urn:cts:greekLit:tlg0011.tlg004.fu04:72.2,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_21,517,urn:cite2:fuSyntax:0011004tokens.v1:2386573_25,ἢ,ἤ1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,ῥύομαι1,COORD,Οἰδίπους
72,3,urn:cts:greekLit:tlg0011.tlg004.fu04:72.3,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_22,518,urn:cite2:fuSyntax:0011004tokens.v1:2386573_23,τί,τίς1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,φωνέω1,OBJ,Οἰδίπους
72,4,urn:cts:greekLit:tlg0011.tlg004.fu04:72.4,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_23,519,urn:cite2:fuSyntax:0011004tokens.v1:2386573_21,φωνῶν,φωνέω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἤ1,ADV_CO,Οἰδίπους
72,5,urn:cts:greekLit:tlg0011.tlg004.fu04:72.5,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_24,520,urn:cite2:fuSyntax:0011004tokens.v1:2386573_26,τήνδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,πόλις1,ATR,Οἰδίπους
72,6,urn:cts:greekLit:tlg0011.tlg004.fu04:72.6,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_25,521,urn:cite2:fuSyntax:0011004tokens.v1:2386573_17,ῥυσαίμην,ῥύομαι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:optative,null,null,null,null,πυνθάνομαι1,OBJ,Οἰδίπους
72,7,urn:cts:greekLit:tlg0011.tlg004.fu04:72.7,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_26,522,urn:cite2:fuSyntax:0011004tokens.v1:2386573_25,πόλιν,πόλις1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ῥύομαι1,OBJ,Οἰδίπους
72,8,urn:cts:greekLit:tlg0011.tlg004.fu04:72.8,urn:cite2:fuSyntax:0011004sentences.v1:2386573,28,urn:cite2:fuSyntax:0011004tokens.v1:2386573_27,523,urn:cite2:fuSyntax:0011004tokens.v1:2386573_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
73,1,urn:cts:greekLit:tlg0011.tlg004.fu04:73.1,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_1,524,urn:cite2:fuSyntax:0011004tokens.v1:2386574_7,καί,καί1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,λυπέω1,AuxY,Οἰδίπους
73,2,urn:cts:greekLit:tlg0011.tlg004.fu04:73.2,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_2,525,urn:cite2:fuSyntax:0011004tokens.v1:2386574_7,μʼ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,λυπέω1,OBJ,Οἰδίπους
73,3,urn:cts:greekLit:tlg0011.tlg004.fu04:73.3,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_3,526,urn:cite2:fuSyntax:0011004tokens.v1:2386574_7,ἦμαρ,ἦμαρ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,λυπέω1,SBJ,Οἰδίπους
73,4,urn:cts:greekLit:tlg0011.tlg004.fu04:73.4,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_4,527,urn:cite2:fuSyntax:0011004tokens.v1:2386574_7,ἤδη,ἤδη1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,λυπέω1,ADV,Οἰδίπους
73,5,urn:cts:greekLit:tlg0011.tlg004.fu04:73.5,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_5,528,urn:cite2:fuSyntax:0011004tokens.v1:2386574_3,ξυμμετρούμενον,συμμετρέω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:medio_passive,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:nominative,null,ἦμαρ1,ATR,Οἰδίπους
73,6,urn:cts:greekLit:tlg0011.tlg004.fu04:73.6,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_6,529,urn:cite2:fuSyntax:0011004tokens.v1:2386574_5,χρόνῳ,χρόνος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,συμμετρέω1,OBJ,Οἰδίπους
74,1,urn:cts:greekLit:tlg0011.tlg004.fu04:74.1,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_7,530,urn:cite2:fuSyntax:0011004tokens.v1:2386574_0,λυπεῖ,λυπέω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
74,2,urn:cts:greekLit:tlg0011.tlg004.fu04:74.2,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_8,531,urn:cite2:fuSyntax:0011004tokens.v1:2386574_9,τί,τίς1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,πράσσω1,OBJ,Οἰδίπους
74,3,urn:cts:greekLit:tlg0011.tlg004.fu04:74.3,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_9,532,urn:cite2:fuSyntax:0011004tokens.v1:2386574_7,πράσσει,πράσσω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,λυπέω1,OBJ,Οἰδίπους
74,4,urn:cts:greekLit:tlg0011.tlg004.fu04:74.4,urn:cite2:fuSyntax:0011004sentences.v1:2386574,29,urn:cite2:fuSyntax:0011004tokens.v1:2386574_10,533,urn:cite2:fuSyntax:0011004tokens.v1:2386574_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
74,5,urn:cts:greekLit:tlg0011.tlg004.fu04:74.5,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_1,534,urn:cite2:fuSyntax:0011004tokens.v1:2386575_3,τοῦ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,ἔοικα1,ATR,Οἰδίπους
74,6,urn:cts:greekLit:tlg0011.tlg004.fu04:74.6,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_2,535,urn:cite2:fuSyntax:0011004tokens.v1:2386575_5,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἄπειμι1,AuxY,Οἰδίπους
74,7,urn:cts:greekLit:tlg0011.tlg004.fu04:74.7,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_3,536,urn:cite2:fuSyntax:0011004tokens.v1:2386575_4,εἰκότος,ἔοικα1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:perfect,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:genitive,null,πέρα1,ADV,Οἰδίπους
74,8,urn:cts:greekLit:tlg0011.tlg004.fu04:74.8,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_4,537,urn:cite2:fuSyntax:0011004tokens.v1:2386575_5,πέρα,πέρα1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ἄπειμι1,AuxP,Οἰδίπους
75,1,urn:cts:greekLit:tlg0011.tlg004.fu04:75.1,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_5,538,urn:cite2:fuSyntax:0011004tokens.v1:2386575_0,ἄπεστι,ἄπειμι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:third_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους
75,2,urn:cts:greekLit:tlg0011.tlg004.fu04:75.2,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_6,539,urn:cite2:fuSyntax:0011004tokens.v1:2386575_5,πλείω,πλείων1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,urn:cite2:fuSyntax:degree.v1:comparative,ἄπειμι1,ADV,Οἰδίπους
75,3,urn:cts:greekLit:tlg0011.tlg004.fu04:75.3,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_7,540,urn:cite2:fuSyntax:0011004tokens.v1:2386575_9,τοῦ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,χρόνος1,ATR,Οἰδίπους
75,4,urn:cts:greekLit:tlg0011.tlg004.fu04:75.4,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_8,541,urn:cite2:fuSyntax:0011004tokens.v1:2386575_9,καθήκοντος,καθήκω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,χρόνος1,ATR,Οἰδίπους
75,5,urn:cts:greekLit:tlg0011.tlg004.fu04:75.5,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_9,542,urn:cite2:fuSyntax:0011004tokens.v1:2386575_6,χρόνου,χρόνος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,πλείων1,ADV,Οἰδίπους
75,6,urn:cts:greekLit:tlg0011.tlg004.fu04:75.6,urn:cite2:fuSyntax:0011004sentences.v1:2386575,30,urn:cite2:fuSyntax:0011004tokens.v1:2386575_10,543,urn:cite2:fuSyntax:0011004tokens.v1:2386575_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους
